id,name,rarity,keywords,set_name,set_type
213853,"Tomorrow, Azami's Familiar",rare,[],Betrayers of Kamigawa,expansion
213854,"Tomorrow, Azami's Familiar [Foil]",rare,[],Betrayers of Kamigawa,expansion
213855,Bristling Hydra [Promo] [Foil],rare,[],Kaladesh Promos,promo
213856,Salvage Slasher,common,[],Conflux,expansion
213857,Salvage Slasher [Foil],common,[],Conflux,expansion
213858,"Tasigur, the Golden Fang",special,[],Time Spiral Remastered,masters
213859,"Tasigur, the Golden Fang [Foil]",special,[],Time Spiral Remastered,masters
213860,Baloth Gorger,common,[],Mystery Booster,masters
213861,Confiscate,uncommon,[],Ninth Edition,core
213862,Confiscate [Foil],uncommon,[],Ninth Edition,core
213863,Inspired Sprite,uncommon,[],Morningtide,expansion
213864,Inspired Sprite [Foil],uncommon,[],Morningtide,expansion
213865,Burgeoning,rare,[],Conspiracy: Take the Crown,draft_innovation
213866,Burgeoning [Foil],rare,[],Conspiracy: Take the Crown,draft_innovation
213867,Wall of Shards [Foil],uncommon,[],Mystery Booster Retail Edition Foils,masters
213868,Tragic Slip,common,[],Dark Ascension,expansion
213869,Tragic Slip [Foil],common,[],Dark Ascension,expansion
213870,Phyrexian Vault,uncommon,[],Mirage,expansion
213871,Hulking Cyclops,uncommon,[],Classic Sixth Edition,core
213872,Nightwind Glider,common,[],Mercadian Masques,expansion
213873,Nightwind Glider [Foil],common,[],Mercadian Masques,expansion
213874,Masterwork of Ingenuity,rare,[],Commander 2014,commander
213875,Druid of Purification,rare,[],Forgotten Realms Commander,commander
213876,Druid of Purification [Foil],rare,[],Forgotten Realms Commander,commander
213877,Prosperous Innkeeper,uncommon,[],Adventures in the Forgotten Realms,expansion
213878,Prosperous Innkeeper [Foil],uncommon,[],Adventures in the Forgotten Realms,expansion
213879,Mountain [Foil],common,[],Premium Deck Series: Fire and Lightning,premium_deck
213880,Feast of the Unicorn,common,[],Homelands,expansion
213881,Thran Golem,rare,[],Salvat 2005,box
213882,Sylvan Yeti,rare,[],Starter 1999,starter
213883,Zombie,common,[],Ultimate Masters Tokens,token
213884,Holy Strength,common,[],Summer Magic / Edgar,core
213885,Giant Tortoise,common,[],Arabian Nights,expansion
213886,Smelt // Herd // Saw,rare,[],Mystery Booster Playtest Cards 2021,funny
213887,Mistcaller [Promo] [Foil],rare,[],Core Set 2019 Promos,promo
213888,Combustible Gearhulk [Promo],mythic,[],Kaladesh Promos,promo
213889,Combustible Gearhulk [Promo] [Foil],mythic,[],Kaladesh Promos,promo
213890,Plaguecrafter,uncommon,[],Mystery Booster,masters
213891,Swamp,common,[],Coldsnap Theme Decks,box
213892,Read the Bones,common,[],Duel Decks: Zendikar vs. Eldrazi,duel_deck
213893,Capashen Templar,common,[],Urza's Destiny,expansion
213894,Capashen Templar [Foil],common,[],Urza's Destiny,expansion
213895,Kaervek's Hex,uncommon,[],Mirage,expansion
213896,Kiora's Follower,uncommon,[],Mystery Booster,masters
213897,Legion's End [Promo] [Foil],rare,[],Core Set 2020 Promos,promo
213898,Temple of Triumph [Extended Art],rare,[],Core Set 2021,core
213899,Temple of Triumph [Extended Art] [Foil],rare,[],Core Set 2021,core
213900,Brave the Elements,uncommon,[],Magic 2014,core
213901,Brave the Elements [Foil],uncommon,[],Magic 2014,core
213902,Final Punishment,rare,[],Scourge,expansion
213903,Final Punishment [Foil],rare,[],Scourge,expansion
213904,Minotaur Tactician,common,[],Apocalypse,expansion
213905,Minotaur Tactician [Foil],common,[],Apocalypse,expansion
213906,Whisper Squad,common,[],Ikoria: Lair of Behemoths,expansion
213907,Whisper Squad [Foil],common,[],Ikoria: Lair of Behemoths,expansion
213909,Mycosynth Wellspring,common,[],New Phyrexia,expansion
213910,Mycosynth Wellspring [Foil],common,[],New Phyrexia,expansion
213911,Terminus,rare,[],Avacyn Restored,expansion
213912,Terminus [Foil],rare,[],Avacyn Restored,expansion
213913,Rakdos Cackler [Promo] [Foil],rare,[],Friday Night Magic 2013,promo
213914,Auntie's Hovel,rare,[],Lorwyn,expansion
213915,Auntie's Hovel [Foil],rare,[],Lorwyn,expansion
213916,Shatterstorm,rare,[],Antiquities,expansion
213917,Sage of Shaila's Claim,common,[],Kaladesh,expansion
213918,Sage of Shaila's Claim [Foil],common,[],Kaladesh,expansion
213919,Mask of the Mimic,uncommon,[],Stronghold,expansion
213920,Tall as a Beanstalk,common,[],Throne of Eldraine,expansion
213921,Tall as a Beanstalk [Foil],common,[],Throne of Eldraine,expansion
213922,Power Sink,uncommon,[],Classic Sixth Edition,core
213923,Explore,rare,[],Secret Lair Drop,box
213924,Explore [Foil],rare,[],Secret Lair Drop,box
213925,Memorial to Folly,uncommon,[],Commander 2019,commander
213926,Krosan Verge,uncommon,[],Commander 2017,commander
213927,Doomed Dissenter,common,[],Battlebond,draft_innovation
213928,Doomed Dissenter [Foil],common,[],Battlebond,draft_innovation
213929,Demonic Vigor,common,[],Dominaria,expansion
213930,Demonic Vigor [Foil],common,[],Dominaria,expansion
213931,"Jegantha, the Wellspring [Promo]",rare,[],Ikoria: Lair of Behemoths Promos,promo
213932,"Jegantha, the Wellspring [Promo] [Foil]",rare,[],Ikoria: Lair of Behemoths Promos,promo
213933,Heir of the Wilds,uncommon,[],Khans of Tarkir,expansion
213934,Heir of the Wilds [Foil],uncommon,[],Khans of Tarkir,expansion
213935,Howling Wolf,common,[],Conspiracy,draft_innovation
213936,Howling Wolf [Foil],common,[],Conspiracy,draft_innovation
213937,Hada Freeblade [Promo] [Full Art],rare,[],Worldwake Promos,promo
213938,Teferi's Ageless Insight [Promo],rare,[],Core Set 2021 Promos,promo
213939,Teferi's Ageless Insight [Promo] [Foil],rare,[],Core Set 2021 Promos,promo
213940,Dwarven Scorcher,common,[],Judgment,expansion
213941,Dwarven Scorcher [Foil],common,[],Judgment,expansion
213942,Rorix Bladewing,rare,[],Planechase,planechase
213943,Consign to the Pit,common,[],Ravnica Allegiance,expansion
213944,Consign to the Pit [Foil],common,[],Ravnica Allegiance,expansion
213945,Blight,uncommon,[],Renaissance,masters
213946,Incubation // Incongruity,uncommon,[],Commander 2021,commander
213947,Disfigure,common,[],Duel Decks: Nissa vs. Ob Nixilis,duel_deck
213948,Prowess of the Fair,uncommon,[],Lorwyn,expansion
213949,Prowess of the Fair [Foil],uncommon,[],Lorwyn,expansion
213950,Blade Juggler,common,[],Ravnica Allegiance,expansion
213951,Blade Juggler [Foil],common,[],Ravnica Allegiance,expansion
213952,Theft of Dreams,common,[],Exodus,expansion
213953,Cosmos Charger [Promo],rare,[],Kaldheim Promos,promo
213954,Cosmos Charger [Promo] [Foil],rare,[],Kaldheim Promos,promo
213955,Wild Griffin,common,[],Tenth Edition,core
213956,Benalish Veteran,common,[],Magic 2012,core
213957,Benalish Veteran [Foil],common,[],Magic 2012,core
213958,Entreat the Angels,mythic,[],Commander 2018,commander
213959,Skirsdag High Priest,rare,[],Innistrad,expansion
213960,Skirsdag High Priest [Foil],rare,[],Innistrad,expansion
213961,Lost in a Labyrinth,common,[],Theros,expansion
213962,Lost in a Labyrinth [Foil],common,[],Theros,expansion
213963,Brave the Sands,uncommon,[],Commander Anthology Volume II,commander
213964,Clattering Skeletons,common,[],Adventures in the Forgotten Realms,expansion
213965,Clattering Skeletons [Foil],common,[],Adventures in the Forgotten Realms,expansion
213966,"Alesha, Who Smiles at Death",rare,[],Fate Reforged,expansion
213967,"Alesha, Who Smiles at Death [Foil]",rare,[],Fate Reforged,expansion
213968,Bewilder,common,[],Iconic Masters,masters
213969,Bewilder [Foil],common,[],Iconic Masters,masters
213970,Prowling Caracal,common,[],Mystery Booster,masters
213971,Bird,common,[],Commander 2016 Tokens,token
213972,Forest,common,[],Commander Anthology,commander
213973,Darkpact,rare,[],Limited Edition Beta,core
213974,"Yargle, Glutton of Urborg [Promo] [Foil]",uncommon,[],Dominaria Promos,promo
213975,Debilitating Injury,common,[],Khans of Tarkir,expansion
213976,Debilitating Injury [Foil],common,[],Khans of Tarkir,expansion
213977,Air Elemental,uncommon,[],Salvat 2011,box
213978,"Taborax, Hope's Demise [Promo] [Foil]",rare,[],Zendikar Rising Promos,promo
213979,Smother,uncommon,[],Worldwake,expansion
213980,Smother [Foil],uncommon,[],Worldwake,expansion
213981,Vaporkin,common,[],Theros,expansion
213982,Vaporkin [Foil],common,[],Theros,expansion
213983,Gisa and Geralf [Promo] [Foil],mythic,[],Eldritch Moon Promos,promo
213984,Warstorm Surge,rare,[],Planechase 2012,planechase
213985,Banshee of the Dread Choir,uncommon,[],Commander 2015,commander
213986,Regrowth,uncommon,[],Summer Magic / Edgar,core
213987,The Hive,rare,[],Revised Edition,core
213988,Seer's Lantern,common,[],Commander Legends,draft_innovation
213989,Seer's Lantern [Foil],common,[],Commander Legends,draft_innovation
213990,Windreaver,rare,[],RNA Guild Kit,box
213991,"Bruna, the Fading Light [Promo] [Foil]",rare,[],Eldritch Moon Promos,promo
213992,Utter End,rare,[],Commander 2016,commander
213993,Finale of Devastation [Promo] [Foil],mythic,[],War of the Spark Promos,promo
213994,Glint Hawk Idol,common,[],Modern Masters 2015,masters
213995,Glint Hawk Idol [Foil],common,[],Modern Masters 2015,masters
213996,Ornithopter,uncommon,[],Classic Sixth Edition,core
213997,Kazandu Mammoth // Kazandu Valley [Showcase],rare,[],Zendikar Rising,expansion
213998,Kazandu Mammoth // Kazandu Valley [Showcase] [Foil],rare,[],Zendikar Rising,expansion
213999,Davriel's Shadowfugue,common,[],War of the Spark,expansion
214000,Davriel's Shadowfugue [Foil],common,[],War of the Spark,expansion
214001,Auriok Salvagers,uncommon,[],Fifth Dawn,expansion
214002,Auriok Salvagers [Foil],uncommon,[],Fifth Dawn,expansion
214003,Plains [Promo],common,[],Asia Pacific Land Program,promo
214004,Lava Axe,common,[],Magic 2010,core
214005,Lava Axe [Foil],common,[],Magic 2010,core
214006,Narcomoeba [Promo] [Foil],rare,[],Guilds of Ravnica Promos,promo
214007,Ass Whuppin' [Promo] [Foil],rare,[],Unhinged Promos,promo
214008,Defiant Ogre,common,[],Fate Reforged,expansion
214009,Defiant Ogre [Foil],common,[],Fate Reforged,expansion
214010,Journey to Nowhere,common,[],Zendikar,expansion
214011,Journey to Nowhere [Foil],common,[],Zendikar,expansion
214012,Lens Flare [Showcase],common,[],Modern Horizons 2,draft_innovation
214013,Lens Flare [Showcase] [Foil],common,[],Modern Horizons 2,draft_innovation
214014,Lava Runner,rare,[],Mercadian Masques,expansion
214015,Lava Runner [Foil],rare,[],Mercadian Masques,expansion
214016,Stampeding Rhino,common,[],Magic 2012,core
214017,Stampeding Rhino [Foil],common,[],Magic 2012,core
214018,Swamp,common,[],Khans of Tarkir,expansion
214019,Swamp [Foil],common,[],Khans of Tarkir,expansion
214020,Foundry of the Consuls,uncommon,[],Commander 2018,commander
214021,Paradox Haze [Foil],uncommon,[],Mystery Booster Retail Edition Foils,masters
214022,Submerged Boneyard,common,[],Aether Revolt,expansion
214023,Adarkar Wastes,rare,[],Ice Age,expansion
214024,Ghor-Clan Savage,common,[],Salvat 2005,box
214025,Island,common,[],RNA Guild Kit,box
214026,Swamp,common,[],Planechase,planechase
214027,Merrow Bonegnawer,common,[],Eventide,expansion
214028,Merrow Bonegnawer [Foil],common,[],Eventide,expansion
214029,Confiscate,uncommon,[],Commander Legends,draft_innovation
214030,Confiscate [Foil],uncommon,[],Commander Legends,draft_innovation
214031,Fit of Rage,common,[],Weatherlight,expansion
214032,Spark Elemental,uncommon,[],Tenth Edition,core
214033,Sakura-Tribe Elder,common,[],Commander 2016,commander
214034,Northern Paladin,rare,[],Fourth Edition,core
214035,Hobgoblin Bandit Lord,rare,[],Adventures in the Forgotten Realms,expansion
214036,Hobgoblin Bandit Lord [Foil],rare,[],Adventures in the Forgotten Realms,expansion
214037,Spark Trooper,rare,[],Gatecrash,expansion
214038,Spark Trooper [Foil],rare,[],Gatecrash,expansion
214039,Wildfire Devils,rare,[],Commander 2019,commander
214040,Azorius Cluestone,common,[],Dragon's Maze,expansion
214041,Azorius Cluestone [Foil],common,[],Dragon's Maze,expansion
214043,Coral Merfolk,common,[],Magic 2014,core
214044,Coral Merfolk [Foil],common,[],Magic 2014,core
214046,"Samut, the Tested",mythic,[],Hour of Devastation,expansion
214047,"Samut, the Tested [Foil]",mythic,[],Hour of Devastation,expansion
214048,Timetwister,rare,[],Limited Edition Beta,core
214049,"Bosh, Iron Golem",rare,[],Commander 2021,commander
214050,Arcane Flight,common,[],Dominaria,expansion
214051,Arcane Flight [Foil],common,[],Dominaria,expansion
214052,Bonecrusher Giant // Stomp,rare,[],Throne of Eldraine,expansion
214053,Bonecrusher Giant // Stomp [Foil],rare,[],Throne of Eldraine,expansion
214054,Hisoka's Defiance,common,[],Champions of Kamigawa,expansion
214055,Hisoka's Defiance [Foil],common,[],Champions of Kamigawa,expansion
214056,Oakgnarl Warrior,common,[],Lorwyn,expansion
214057,Oakgnarl Warrior [Foil],common,[],Lorwyn,expansion
214058,Talon Gates,common,[],Planechase Anthology Planes,planechase
214059,Marsh Casualties,uncommon,[],Duel Decks: Jace vs. Vraska,duel_deck
214060,Riverwheel Aerialists,common,[],Mystery Booster,masters
214061,Majestic Heliopterus,uncommon,[],Rivals of Ixalan,expansion
214062,Majestic Heliopterus [Foil],uncommon,[],Rivals of Ixalan,expansion
214063,Avacyn's Pilgrim [Promo] [Foil],rare,[],Friday Night Magic 2012,promo
214064,Lumengrid Warden,common,[],Tenth Edition,core
214065,Lumengrid Warden [Foil],common,[],Tenth Edition,core
214066,Liliana Vess [Foil],mythic,[],Duel Decks: Garruk vs. Liliana,duel_deck
214067,Vampiric Tutor,rare,[],Visions,expansion
214068,Dragonlord Kolaghan [Promo] [Foil],mythic,[],Dragons of Tarkir Promos,promo
214069,Wilt-Leaf Liege,rare,[],Modern Masters 2015,masters
214070,Wilt-Leaf Liege [Foil],rare,[],Modern Masters 2015,masters
214071,Worthy Knight [Promo],rare,[],Throne of Eldraine Promos,promo
214072,Worthy Knight [Promo] [Foil],rare,[],Throne of Eldraine Promos,promo
214073,Temple of Mystery [Extended Art],rare,[],Core Set 2021,core
214074,Temple of Mystery [Extended Art] [Foil],rare,[],Core Set 2021,core
214075,Doom Whisperer,mythic,[],Guilds of Ravnica,expansion
214076,Doom Whisperer [Foil],mythic,[],Guilds of Ravnica,expansion
214077,Engulfing Flames,uncommon,[],Salvat 2005,box
214078,Mythos of Snapdax [Extended Art],rare,[],Ikoria: Lair of Behemoths,expansion
214079,Mythos of Snapdax [Extended Art] [Foil],rare,[],Ikoria: Lair of Behemoths,expansion
214080,Demilich,mythic,[],Adventures in the Forgotten Realms,expansion
214081,Demilich [Foil],mythic,[],Adventures in the Forgotten Realms,expansion
214082,Grafdigger's Cage,rare,[],Core Set 2020,core
214083,Grafdigger's Cage [Foil],rare,[],Core Set 2020,core
214084,Nahiri's Stoneblades,common,[],War of the Spark,expansion
214085,Nahiri's Stoneblades [Foil],common,[],War of the Spark,expansion
214086,Plains [Full Art],common,[],Battle for Zendikar,expansion
214087,Plains [Full Art] [Foil],common,[],Battle for Zendikar,expansion
214088,Cherished Hatchling,uncommon,[],Rivals of Ixalan,expansion
214089,Cherished Hatchling [Foil],uncommon,[],Rivals of Ixalan,expansion
214090,Dryad of the Ilysian Grove [Promo] [Foil],rare,[],Theros Beyond Death Promos,promo
214091,Putrefy,uncommon,[],Ravnica: City of Guilds,expansion
214092,Putrefy [Foil],uncommon,[],Ravnica: City of Guilds,expansion
214093,Kaervek's Torch,common,[],Mirage,expansion
214094,Spellheart Chimera,uncommon,[],Theros,expansion
214095,Spellheart Chimera [Foil],uncommon,[],Theros,expansion
214096,Carrion Feeder,uncommon,[],Modern Horizons,draft_innovation
214097,Carrion Feeder [Foil],uncommon,[],Modern Horizons,draft_innovation
214098,Sliver Hivelord,mythic,[],Secret Lair Drop,box
214099,Sliver Hivelord [Foil],mythic,[],Secret Lair Drop,box
214100,Counterspell,uncommon,[],Revised Edition,core
214101,Shriekdiver,common,[],War of the Spark,expansion
214102,Shriekdiver [Foil],common,[],War of the Spark,expansion
214103,Runeforge Champion [Promo] [Foil],rare,[],Kaldheim Promos,promo
214104,Feudkiller's Verdict,rare,[],Morningtide,expansion
214105,Feudkiller's Verdict [Foil],rare,[],Morningtide,expansion
214106,Anaconda,uncommon,[],Portal,starter
214107,Rebirth,uncommon,[],Renaissance,masters
214108,Bear [Promo],common,[],Magic Player Rewards 2001,promo
214109,Geth's Grimoire,uncommon,[],Darksteel,expansion
214110,Geth's Grimoire [Foil],uncommon,[],Darksteel,expansion
214111,Contraption Cannon,uncommon,[],Unstable,funny
214112,Contraption Cannon [Foil],uncommon,[],Unstable,funny
214113,Serra Ascendant,rare,[],Iconic Masters,masters
214114,Serra Ascendant [Foil],rare,[],Iconic Masters,masters
214115,"Krav, the Unredeemed [Promo] [Foil]",rare,[],Battlebond Promos,promo
214116,Wavesifter,common,[],Modern Horizons 2,draft_innovation
214117,Wavesifter [Foil],common,[],Modern Horizons 2,draft_innovation
214118,Sacred Foundry,rare,[],Gatecrash,expansion
214119,Sacred Foundry [Foil],rare,[],Gatecrash,expansion
214120,Loamdragger Giant,common,[],Shadowmoor,expansion
214121,Loamdragger Giant [Foil],common,[],Shadowmoor,expansion
214122,Gorilla Chieftain,common,[],Classic Sixth Edition,core
214123,Serum Tank,uncommon,[],Planechase,planechase
214124,Dreadbringer Lampads,common,[],Journey into Nyx,expansion
214125,Dreadbringer Lampads [Foil],common,[],Journey into Nyx,expansion
214126,Ether Well,uncommon,[],Mirage,expansion
214127,Rotting Giant,uncommon,[],Odyssey,expansion
214128,Rotting Giant [Foil],uncommon,[],Odyssey,expansion
214129,Lotus Field [Promo] [Foil],rare,[],Core Set 2020 Promos,promo
214130,Vryn Wingmare [Promo] [Foil],rare,[],Magic Origins Promos,promo
214132,Thief of Hope,uncommon,[],Champions of Kamigawa,expansion
214133,Thief of Hope [Foil],uncommon,[],Champions of Kamigawa,expansion
214134,Scathe Zombies,common,[],Starter 1999,starter
214135,Lifetap,uncommon,[],Summer Magic / Edgar,core
214136,Inspiring Vantage [Promo] [Foil],rare,[],Kaladesh Promos,promo
214137,"Reyhan, Last of the Abzan [Foil]",mythic,[],Commander Legends,draft_innovation
